new meter diffuser on input,,,,,,,,,,,
Oct 22 2021 14:35:00,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
63,99129.35938,99102.32813,99094.17188,98993.96875,203,27.03,35.19,135.39,8.16,108.36,100.2
64,99131.25,99102.97656,99093.16406,98994,208,28.27,38.09,137.25,9.81,108.98,99.16
65,99131.42188,99102.92969,99095.23438,98994.09375,207,28.49,36.19,137.33,7.7,108.84,101.14
66,99132.23438,99105.14844,99094.83594,98993.98438,207,27.09,37.4,138.25,10.31,111.16,100.85
67,99132.99219,99104.27344,99095.19531,98994.00781,211,28.72,37.8,138.98,9.08,110.27,101.19
68,99130.86719,99104.46094,99093.89844,98994.19531,204,26.41,36.97,136.67,10.56,110.27,99.7
69,99129.92188,99102.89844,99096.35156,98994.25,207,27.02,33.57,135.67,6.55,108.65,102.1
70,99132.44531,99104.85938,99095.34375,98994.45313,207,27.59,37.1,137.99,9.52,110.41,100.89
71,99132.21875,99105,99094.96094,98994.55469,207,27.22,37.26,137.66,10.04,110.45,100.41
72,99131.42969,99104.19531,99094.42969,98994.74219,207,27.23,37,136.69,9.77,109.45,99.69
73,99133.28906,99103.60156,99093.59375,98994.64844,207,29.69,39.7,138.64,10.01,108.95,98.95
74,99131.36719,99103.23438,99093.6875,98994.96094,207,28.13,37.68,136.41,9.55,108.27,98.73
75,99130.89063,99103.48438,99095.07813,98994.86719,207,27.41,35.81,136.02,8.41,108.62,100.21
76,99132.42969,99104.55469,99095.28125,98994.79688,208,27.87,37.15,137.63,9.27,109.76,100.48
77,99130.96875,99105.03906,99095.61719,98994.85938,207,25.93,35.35,136.11,9.42,110.18,100.76
78,99132.92969,99105.94531,99093.96094,98994.78906,207,26.98,38.97,138.14,11.98,111.16,99.17
79,99130.44531,99104.03906,99095.34375,98994.85938,207,26.41,35.1,135.59,8.7,109.18,100.48
80,99130.51563,99103.95313,99095.14063,98994.57813,207,26.56,35.38,135.94,8.81,109.37,100.56
81,99132.02344,99104.76563,99094.5,98994.75,208,27.26,37.52,137.27,10.27,110.02,99.75
82,99132.89063,99103.84375,99095.89063,98995,207,29.05,37,137.89,7.95,108.84,100.89
83,99132.60156,99106.17188,99095.85156,98994.96094,207,26.43,36.75,137.64,10.32,111.21,100.89
84,99132.57031,99105.65625,99095.28906,98995.03906,207,26.91,37.28,137.53,10.37,110.62,100.25
85,99133.78125,99104.51563,99096.26563,98995.14844,208,29.27,37.52,138.63,8.25,109.37,101.12
86,99131.54688,99105.64063,99096.57813,98995.42969,206,25.91,34.97,136.12,9.06,110.21,101.15
87,99134.30469,99106.02344,99095.75781,98995.39844,208,28.28,38.55,138.91,10.27,110.62,100.36
88,99131.73438,99104.66406,99094.79688,98995.30469,211,27.07,36.94,136.43,9.87,109.36,99.49
89,99131.0625,99104.21094,99096.28906,98995.40625,203,26.85,34.77,135.66,7.92,108.8,100.88
90,99133.64844,99105.57031,99094.71875,98995.46094,207,28.08,38.93,138.19,10.85,110.11,99.26
91,99130.35938,99104.19531,99095.34375,98995.49219,207,26.16,35.02,134.87,8.85,108.7,99.85
92,99133.28906,99104.74219,99095.58594,98995.70313,208,28.55,37.7,137.59,9.16,109.04,99.88
93,99132.65625,99103.875,99095.46094,98995.57031,207,28.78,37.2,137.09,8.41,108.3,99.89
94,99133.63281,99104.60156,99097.3125,98995.61719,207,29.03,36.32,138.02,7.29,108.98,101.7
95,99132.01563,99107.07031,99096.26563,98995.92188,207,24.95,35.75,136.09,10.8,111.15,100.34
96,99132.57031,99106.36719,99095.99219,98995.79688,207,26.2,36.58,136.77,10.38,110.57,100.2
97,99133.33594,99105.77344,99097.40625,98995.77344,207,27.56,35.93,137.56,8.37,110,101.63
98,99133.21094,99106.36719,99095.50781,98995.82813,208,26.84,37.7,137.38,10.86,110.54,99.68
99,99132.42969,99104.97656,99096.21875,98995.6875,207,27.45,36.21,136.74,8.76,109.29,100.53
100,99132.82031,99105.33594,99096.03125,98995.64063,207,27.48,36.79,137.18,9.3,109.7,100.39
mu,116.578125,88.5625,86.703125,-1.765625,205.25,,,,,,
sd,0.662698,0.354559,0.882928,0.100556,3.59,,,,,,
Q,0.472577,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 22 2021 14:41:28,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99020.02344,99021.23438,99013.74219,99001.09375,13,-1.21,6.28,18.93,7.49,20.14,12.65
2,99020.0625,99021.39844,99013.74219,99001.21875,137,-1.34,6.32,18.84,7.66,20.18,12.52
3,99020.23438,99021.48438,99013.82031,99001.375,207,-1.25,6.41,18.86,7.66,20.11,12.45
4,99020.35156,99021.40625,99013.92969,99001.3125,208,-1.05,6.42,19.04,7.48,20.09,12.62
5,99020.27344,99021.44531,99013.53906,99001.0625,207,-1.17,6.73,19.21,7.91,20.38,12.48
6,99020.42969,99021.57813,99013.78906,99001.46875,207,-1.15,6.64,18.96,7.79,20.11,12.32
7,99020.42969,99021.39844,99013.79688,99001.33594,207,-0.97,6.63,19.09,7.6,20.06,12.46
8,99020.41406,99021.5,99013.88281,99001.42188,208,-1.09,6.53,18.99,7.62,20.08,12.46
9,99020.40625,99021.50781,99013.78125,99001.38281,207,-1.1,6.62,19.02,7.73,20.12,12.4
10,99020.47656,99021.5625,99013.90625,99001.48438,207,-1.09,6.57,18.99,7.66,20.08,12.42
11,99020.45313,99021.61719,99013.96875,99001.53125,208,-1.16,6.48,18.92,7.65,20.09,12.44
12,99020.75781,99021.82031,99014.10156,99001.54688,207,-1.06,6.66,19.21,7.72,20.27,12.55
13,99021.10156,99021.80469,99014.35156,99001.72656,207,-0.7,6.75,19.37,7.45,20.08,12.63
14,99020.98438,99022.0625,99014.50781,99001.77344,208,-1.08,6.48,19.21,7.55,20.29,12.73
15,99021.0625,99022.11719,99014.51563,99002.03906,207,-1.05,6.55,19.02,7.6,20.08,12.48
Oct 22 2021 14:41:28,flow rate=0.66,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99138.53125,99110.90625,99101.63281,99002.60156,13,27.62,36.9,135.93,9.27,108.3,99.03
2,99139.27344,99112.35938,99102.48438,99002.51563,63,26.91,36.79,136.76,9.88,109.84,99.97
3,99138.64844,99111.82031,99101.69531,99002.65625,207,26.83,36.95,135.99,10.13,109.16,99.04
4,99140.03125,99113.05469,99103.21875,99002.65625,207,26.98,36.81,137.37,9.84,110.4,100.56
5,99139.36719,99112.38281,99102.14844,99002.46094,208,26.98,37.22,136.91,10.23,109.92,99.69
6,99140.42188,99112.75,99102.89844,99002.35156,196,27.67,37.52,138.07,9.85,110.4,100.55
7,99140.14063,99113.03125,99103,99002.60156,206,27.11,37.14,137.54,10.03,110.43,100.4
8,99140.10156,99113.26563,99102.85156,99002.38281,207,26.84,37.25,137.72,10.41,110.88,100.47
9,99139.52344,99113.14063,99102.9375,99002.42188,207,26.38,36.59,137.1,10.2,110.72,100.52
10,99140,99114.17969,99103.63281,99002.58594,208,25.82,36.37,137.41,10.55,111.59,101.05
mu,118.960937,90.65625,88.445312,1.359375,171.25,,,,,,
sd,0.688712,0.906497,0.748724,0.066445,72.17,,,,,,
Q,0.69523,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 22 2021 14:45:59,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99013.34375,99021.21875,99019.75,98999.82031,9,-7.87,-6.41,13.52,1.47,21.4,19.93
2,99013.25781,99021.40625,99019.67969,98999.65625,192,-8.15,-6.42,13.6,1.73,21.75,20.02
3,99013.22656,99021.53906,99019.83594,98999.85156,208,-8.31,-6.61,13.38,1.7,21.69,19.98
4,99013.39844,99021.57031,99019.69531,98999.92188,207,-8.17,-6.3,13.48,1.87,21.65,19.77
5,99013.44531,99021.67969,99019.67969,98999.96875,208,-8.23,-6.23,13.48,2,21.71,19.71
6,99013.51563,99021.75,99019.60156,99000.04688,207,-8.23,-6.09,13.47,2.15,21.7,19.55
7,99013.60156,99021.76563,99019.83594,99000.13281,208,-8.16,-6.23,13.47,1.93,21.63,19.7
8,99013.64063,99021.92188,99019.89844,99000.14063,208,-8.28,-6.26,13.5,2.02,21.78,19.76
9,99013.65625,99021.75781,99019.89844,99000.07031,211,-8.1,-6.24,13.59,1.86,21.69,19.83
10,99013.53906,99021.74219,99019.88281,99000.25,204,-8.2,-6.34,13.29,1.86,21.49,19.63
11,99013.46875,99021.6875,99019.89844,99000.05469,207,-8.22,-6.43,13.41,1.79,21.63,19.84
12,99013.39844,99021.92969,99020.03125,99000.27344,208,-8.53,-6.63,13.13,1.9,21.66,19.76
13,99013.53906,99021.97656,99020.09375,99000.19531,208,-8.44,-6.55,13.34,1.88,21.78,19.9
14,99013.61719,99021.94531,99020.02344,99000.39844,207,-8.33,-6.41,13.22,1.92,21.55,19.62
15,99013.50781,99021.95313,99019.78906,99000.1875,208,-8.45,-6.28,13.32,2.16,21.77,19.6
Oct 22 2021 14:45:59,flow rate=0.66,N=6,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99135.44531,99113.59375,99108.09375,99000.33594,9,21.85,27.35,135.11,5.5,113.26,107.76
2,99137,99114.46094,99109.76563,99000.33594,61,22.54,27.23,136.66,4.7,114.12,109.43
3,99135.09375,99114.67969,99108.82813,99000.20313,211,20.41,26.27,134.89,5.85,114.48,108.62
4,99136.64063,99115.44531,99109.02344,99000.17969,203,21.2,27.62,136.46,6.42,115.27,108.84
5,99135.82813,99114.64844,99109.83594,99000.07813,208,21.18,25.99,135.75,4.81,114.57,109.76
6,99138.92969,99115.42188,99109.61719,99000.3125,207,23.51,29.31,138.62,5.8,115.11,109.3
mu,122.742187,93.117187,89.1875,0.453125,170.75,,,,,,
sd,0.91857,0.761722,0.687189,0.084022,73.24,,,,,,
Q,0.71126,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 22 2021 14:47:32,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99007.53125,99015.73438,99014.10156,98994.51563,21,-8.2,-6.57,13.02,1.63,21.22,19.59
2,99007.92188,99015.90625,99014.35156,98994.59375,170,-7.98,-6.43,13.33,1.55,21.31,19.76
3,99008.20313,99015.95313,99014.35156,98994.71875,207,-7.75,-6.15,13.48,1.6,21.23,19.63
4,99008.38281,99015.94531,99014.28125,98994.83594,207,-7.56,-5.9,13.55,1.66,21.11,19.45
5,99008.33594,99016,99014.64063,98994.91406,211,-7.66,-6.3,13.42,1.36,21.09,19.73
6,99008.40625,99016.17188,99014.50781,98994.875,203,-7.77,-6.1,13.53,1.66,21.3,19.63
7,99008.35938,99016.14063,99014.41406,98994.875,208,-7.78,-6.05,13.48,1.73,21.27,19.54
8,99008.42188,99016.11719,99014.75781,98995.07031,207,-7.7,-6.34,13.35,1.36,21.05,19.69
9,99008.4375,99016.36719,99014.60156,98995.08594,207,-7.93,-6.16,13.35,1.77,21.28,19.52
10,99008.63281,99016.39844,99014.65625,98994.84375,208,-7.77,-6.02,13.79,1.74,21.55,19.81
11,99008.5625,99016.38281,99014.78125,98995.10156,207,-7.82,-6.22,13.46,1.6,21.28,19.68
12,99009.03125,99016.41406,99015.14063,98995.57813,207,-7.38,-6.11,13.45,1.27,20.84,19.56
13,99008.96875,99016.60156,99015.05469,98995.46875,207,-7.63,-6.09,13.5,1.55,21.13,19.59
14,99009.07031,99016.70313,99015.05469,98995.46094,208,-7.63,-5.98,13.61,1.65,21.24,19.59
15,99009.03125,99016.74219,99015.17188,98995.75,207,-7.71,-6.14,13.28,1.57,20.99,19.42
Oct 22 2021 14:47:32,flow rate=0.66,N=10,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99135.08594,99111.36719,99105.35156,98996.28906,13,23.72,29.73,138.8,6.02,115.08,109.06
2,99134.92188,99110.73438,99104.92969,98996.08594,140,24.19,29.99,138.84,5.8,114.65,108.84
3,99132.14063,99113.15625,99107.03125,98996.35156,207,18.98,25.11,135.79,6.12,116.8,110.68
4,99134.09375,99111.49219,99105.28125,98996.13281,207,22.6,28.81,137.96,6.21,115.36,109.15
5,99134.67969,99112.29688,99106.92969,98996.26563,211,22.38,27.75,138.41,5.37,116.03,110.66
6,99136.79688,99111.82813,99105.79688,98996.01563,203,24.97,31,140.78,6.03,115.81,109.78
7,99136.57031,99111.49219,99105.49219,98996.20313,207,25.08,31.08,140.37,6,115.29,109.29
8,99136.99219,99112.27344,99106.85938,98996.1875,208,24.72,30.13,140.8,5.41,116.09,110.67
9,99133.57813,99111.75781,99105.98438,98996.05469,207,21.82,27.59,137.52,5.77,115.7,109.93
10,99136.98438,99112.97656,99107.78125,98996.05469,211,24.01,29.2,140.93,5.2,116.92,111.73
mu,126.046875,95.804687,91.375,1.546875,191.25,,,,,,
sd,1.351623,1.033831,0.940165,0.125973,34.22,,,,,,
Q,0.718631,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on output,,,,,,,,,,,
Oct 22 2021 14:49:04,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99007.07031,99015.5625,99013.66406,98994.55469,10,-8.49,-6.59,12.52,1.9,21.01,19.11
2,99007.25,99015.53906,99013.77344,98994.46875,159,-8.29,-6.52,12.78,1.77,21.07,19.3
3,99007.53125,99015.3125,99013.91406,98994.59375,207,-7.78,-6.38,12.94,1.4,20.72,19.32
4,99007.57031,99015.39844,99013.75781,98994.64063,207,-7.83,-6.19,12.93,1.64,20.76,19.12
5,99007.64063,99015.33594,99013.77344,98994.49219,207,-7.7,-6.13,13.15,1.56,20.84,19.28
6,99007.5625,99015.55469,99013.6875,98994.66406,208,-7.99,-6.12,12.9,1.87,20.89,19.02
7,99007.55469,99015.45313,99013.78125,98994.64063,207,-7.9,-6.23,12.91,1.67,20.81,19.14
8,99007.53125,99015.59375,99013.92969,98994.6875,211,-8.06,-6.4,12.84,1.66,20.91,19.24
9,99007.55469,99015.5625,99013.78906,98994.5625,203,-8.01,-6.23,12.99,1.77,21,19.23
10,99007.64844,99015.59375,99013.89063,98994.51563,207,-7.95,-6.24,13.13,1.7,21.08,19.37
11,99007.61719,99015.50781,99014.01563,98994.57031,207,-7.89,-6.4,13.05,1.49,20.94,19.45
12,99007.75781,99015.42188,99013.67188,98994.60938,207,-7.66,-5.91,13.15,1.75,20.81,19.06
13,99007.73438,99015.70313,99013.86719,98994.52344,208,-7.97,-6.13,13.21,1.84,21.18,19.34
14,99007.90625,99015.54688,99014.03125,98994.64063,207,-7.64,-6.12,13.27,1.52,20.91,19.39
15,99007.79688,99015.63281,99013.79688,98994.55469,207,-7.84,-6,13.24,1.84,21.08,19.24
Oct 22 2021 14:49:04,flow rate=0.66,N=30,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99129.58594,99108.39844,99102.51563,98993.5625,10,21.19,27.07,136.02,5.88,114.84,108.95
2,99130.53125,99109.3125,99104,98993.59375,185,21.22,26.53,136.94,5.31,115.72,110.41
3,99130.32813,99108.15625,99102.46094,98993.5,208,22.17,27.87,136.83,5.7,114.66,108.96
4,99131.5,99108.90625,99104.28125,98993.55469,207,22.59,27.22,137.95,4.62,115.35,110.73
5,99129.90625,99108.59375,99102.08594,98993.07813,208,21.31,27.82,136.83,6.51,115.52,109.01
6,99130.70313,99107.78906,99103.59375,98993.15625,207,22.91,27.11,137.55,4.2,114.63,110.44
7,99130.29688,99108.27344,99103.75,98993.19531,208,22.02,26.55,137.1,4.52,115.08,110.55
8,99130.27344,99107.8125,99103,98993.30469,208,22.46,27.27,136.97,4.81,114.51,109.7
9,99131.88281,99108.73438,99103.00781,98993.20313,207,23.15,28.87,138.68,5.73,115.53,109.8
10,99129.71094,99108.875,99103.35938,98993.32813,208,20.84,26.35,136.38,5.52,115.55,110.03
11,99131.27344,99110.25781,99103.5,98993.16406,207,21.02,27.77,138.11,6.76,117.09,110.34
12,99130.79688,99109.01563,99103.70313,98993.28906,208,21.78,27.09,137.51,5.31,115.73,110.41
13,99132.13281,99109.92969,99103.94531,98993.4375,212,22.2,28.19,138.7,5.98,116.49,110.51
14,99131.5,99109.75781,99104.125,98993.45313,203,21.74,27.37,138.05,5.63,116.3,110.67
15,99132.05469,99110.02344,99104.25,98993.5,208,22.03,27.8,138.55,5.77,116.52,110.75
16,99133.8125,99110.85938,99104.44531,98993.57031,208,22.95,29.37,140.24,6.41,117.29,110.87
17,99134.19531,99111.67188,99107.14844,98993.71875,208,22.52,27.05,140.48,4.52,117.95,113.43
18,99129.14844,99110.58594,99102.92188,98993.75781,211,18.56,26.23,135.39,7.66,116.83,109.16
19,99133.4375,99111.89844,99104.92188,98993.64844,204,21.54,28.52,139.79,6.98,118.25,111.27
20,99131.375,99111.16406,99104.70313,98993.60156,208,20.21,26.67,137.77,6.46,117.56,111.1
21,99133.53125,99111.19531,99104.76563,98993.78906,207,22.34,28.77,139.74,6.43,117.41,110.98
22,99131.38281,99110.51563,99104.3125,98993.5,208,20.87,27.07,137.88,6.2,117.02,110.81
23,99131.85938,99111.29688,99103.55469,98993.66406,207,20.56,28.3,138.2,7.74,117.63,109.89
24,99135.32813,99111.50781,99106.30469,98993.60938,208,23.82,29.02,141.72,5.2,117.9,112.7
25,99131.80469,99110.64844,99105.54688,98993.59375,208,21.16,26.26,138.21,5.1,117.05,111.95
26,99133.11719,99110.75,99105.88281,98993.55469,207,22.37,27.23,139.56,4.87,117.2,112.33
27,99132.98438,99112.14063,99105.19531,98993.49219,208,20.84,27.79,139.49,6.95,118.65,111.7
28,99132.14063,99111.03906,99105.10938,98993.375,207,21.1,27.03,138.77,5.93,117.66,111.73
29,99131.85156,99109.78125,99103.20313,98993.42188,208,22.07,28.65,138.43,6.58,116.36,109.78
30,99133.73438,99109.47656,99106.95313,98993.35938,208,24.26,26.78,140.37,2.52,116.12,113.59
mu,123.132812,93.242187,89.539062,-1.007813,202,,,,,,
sd,0.788521,0.517732,0.961128,0.039063,11.34,,,,,,
Q,0.714442,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 22 2021 14:52:02,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99002.30469,99003.33594,98995.44531,98983.04688,13,-1.03,6.86,19.26,7.89,20.29,12.4
2,99002.21094,99003.38281,98995.46094,98983.0625,164,-1.17,6.75,19.15,7.92,20.32,12.4
3,99002.35156,99003.34375,98995.74219,98982.97656,207,-0.99,6.61,19.37,7.6,20.37,12.77
4,99002.32813,99003.3125,98995.50781,98982.78125,208,-0.98,6.82,19.55,7.8,20.53,12.73
5,99002.32813,99003.36719,98995.60156,98983.03125,207,-1.04,6.73,19.3,7.77,20.34,12.57
6,99002.46875,99003.21094,98995.66406,98982.92969,207,-0.74,6.8,19.54,7.55,20.28,12.73
7,99002.28125,99003.4375,98995.70313,98982.91406,208,-1.16,6.58,19.37,7.73,20.52,12.79
8,99002.32813,99003.46875,98995.79688,98982.80469,207,-1.14,6.53,19.52,7.67,20.66,12.99
9,99002.24219,99003.39063,98995.55469,98982.95313,207,-1.15,6.69,19.29,7.84,20.44,12.6
10,99002.21094,99003.34375,98995.42188,98982.82813,208,-1.13,6.79,19.38,7.92,20.52,12.59
11,99002.15625,99003.38281,98995.59375,98982.76563,207,-1.23,6.56,19.39,7.79,20.62,12.83
12,99002.10156,99003.27344,98995.47656,98982.83594,207,-1.17,6.62,19.27,7.8,20.44,12.64
13,99002.25781,99003.35938,98995.4375,98982.63281,208,-1.1,6.82,19.62,7.92,20.73,12.8
14,99002.39063,99003.3125,98995.5,98982.75781,207,-0.92,6.89,19.63,7.81,20.55,12.74
15,99002.35156,99003.28906,98995.50781,98982.64063,207,-0.94,6.84,19.71,7.78,20.65,12.87
Oct 22 2021 14:52:02,flow rate=0.61,N=5,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99108.34375,99084.5,99074.4375,98981.65625,13,23.84,33.91,126.69,10.06,102.84,92.78
2,99109.39844,99083.45313,99074.04688,98981.59375,192,25.95,35.35,127.8,9.41,101.86,92.45
3,99109.35938,99084.24219,99074.30469,98981.60156,208,25.12,35.05,127.76,9.94,102.64,92.7
4,99107.82031,99083.91406,99073.63281,98981.54688,208,23.91,34.19,126.27,10.28,102.37,92.09
5,99109.42188,99085.01563,99074.42188,98981.60156,207,24.41,35,127.82,10.59,103.41,92.82
mu,106.4375,80.679687,78.5625,-1.375,203.75,,,,,,
sd,0.778824,0.451731,0.354416,0.04533,7.85,,,,,,
Q,0.663214,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
diffuser on input,,,,,,,,,,,
Oct 22 2021 14:59:16,Pump Off Samples,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99001.20313,99002.69531,98994.39844,98981.86719,9,-1.49,6.8,19.34,8.3,20.83,12.53
2,99001.22656,99002.5625,98994.20313,98981.78125,202,-1.34,7.02,19.45,8.36,20.78,12.42
3,99001.25781,99002.35938,98994.10156,98981.45313,207,-1.1,7.16,19.8,8.26,20.91,12.65
4,99000.85156,99002.20313,98993.76563,98981.32813,208,-1.35,7.09,19.52,8.44,20.87,12.44
5,99000.54688,99001.90625,98993.3125,98981.07031,207,-1.36,7.23,19.48,8.59,20.84,12.24
6,99000.125,99001.3125,98992.67969,98980.39063,207,-1.19,7.45,19.73,8.63,20.92,12.29
7,98999.57813,99000.71875,98992.32813,98979.91406,208,-1.14,7.25,19.66,8.39,20.8,12.41
8,98999.08594,99000.36719,98991.96094,98979.70313,207,-1.28,7.12,19.38,8.41,20.66,12.26
9,98998.80469,99000.14063,98991.84375,98979.22656,211,-1.34,6.96,19.58,8.3,20.91,12.62
10,98998.8125,98999.99219,98991.75781,98979.00781,204,-1.18,7.05,19.8,8.23,20.98,12.75
11,98998.90625,98999.67188,98991.72656,98979.16406,207,-0.77,7.18,19.74,7.95,20.51,12.56
12,98998.78906,98999.89063,98991.72656,98979.02344,208,-1.1,7.06,19.77,8.16,20.87,12.7
13,98998.84375,98999.96875,98991.82813,98979.11719,207,-1.12,7.02,19.73,8.14,20.85,12.71
14,98998.95313,98999.83594,98991.96094,98979.40625,208,-0.88,6.99,19.55,7.87,20.43,12.55
15,98999.1875,99000.11719,98992.125,98979.22656,207,-0.93,7.06,19.96,7.99,20.89,12.9
Oct 22 2021 14:59:16,flow rate=0.61,N=15,,,,,,,,,
n,In,Mid,Out,Ambient,t (ms),In - Mid,In - Out,In - Ambient,Mid - Out,Mid - Ambient,Out - Ambient
1,99107.26563,99083.35156,99072.17188,98980.78906,9,23.91,35.09,126.48,11.18,102.56,91.38
2,99106.75781,99083.39844,99071.89844,98980.78906,118,23.36,34.86,125.97,11.5,102.61,91.11
3,99109.5625,99084.15625,99074.52344,98980.86719,207,25.41,35.04,128.7,9.63,103.29,93.66
4,99108.84375,99083.53906,99073.74219,98980.89063,208,25.3,35.1,127.95,9.8,102.65,92.85
5,99110.35156,99085.63281,99074.70313,98980.83594,208,24.72,35.65,129.52,10.93,104.8,93.87
6,99109.32813,99084.39063,99073.44531,98980.42188,208,24.94,35.88,128.91,10.95,103.97,93.02
7,99107.92969,99085.32813,99073.10938,98979.96094,207,22.6,34.82,127.97,12.22,105.37,93.15
8,99108.53125,99082.89844,99073.42188,98979.78125,208,25.63,35.11,128.75,9.48,103.12,93.64
9,99108.67188,99084.0625,99073.42188,98979.78906,211,24.61,35.25,128.88,10.64,104.27,93.63
10,99108.86719,99081.91406,99073.57031,98979.90625,204,26.95,35.3,128.96,8.34,102.01,93.66
11,99110.82031,99084.05469,99074.66406,98979.89063,208,26.77,36.16,130.93,9.39,104.16,94.77
12,99108.58594,99083.625,99073.40625,98979.99219,208,24.96,35.18,128.59,10.22,103.63,93.41
13,99107.75,99083.85156,99072.39844,98980.00781,207,23.9,35.35,127.74,11.45,103.84,92.39
14,99108.96875,99083.33594,99073.82813,98980.13281,212,25.63,35.14,128.84,9.51,103.2,93.7
15,99106.57031,99082.71875,99072.29688,98980.16406,204,23.85,34.27,126.41,10.42,102.55,92.13
mu,106.976562,81.15625,78.976562,-0.78125,185.25,,,,,,
